Contents,Province,Date,Users,like_counts
虽然我也买不到短途票，但是我认为12306是正确的，不知道你们怎么想的，自私,湖北,Mon Apr 22 15:56:59  2024,别无相依,0
不要脸,其他,Mon Apr 22 15:56:48  2024,我无论如何都想上,0
我上学那会儿都是买短乘长，中途不下车硬补票的。感觉还是现在买票的途径太多，票秒空的原因,河北 石家庄,Mon Apr 22 15:56:48  2024,李二狗现在一条狗都木有啦,0
过年就是，本来从邢台到石家庄十几块钱，愣是买不到票，买成邯郸到北京的，多花好几十[允悲],河北 邢台,Mon Apr 22 15:56:47  2024,番妮凡妮,0
铁老大就是豪横，短途就是没票！,辽宁 鞍山,Mon Apr 22 15:56:42  2024,霜叶飞_秋,0
我们当时买始发站下一站到终点站倒数第二站都没票，这都不算短途了，必须是全程的才有,其他,Mon Apr 22 15:56:36  2024,人生轻松点就好,0
太真实了，之前去上海离我近的火车站到上海没票，离我远的有票，而且还经过离我近的这个站，我就买远的从近的站上火车。,其他,Mon Apr 22 15:56:27  2024,你说的都对857,0
早想骂这个了…,其他,Mon Apr 22 15:56:11  2024,鲍勃box,0
不买全程就买不到票，找黄牛也要加不少，还不如直接买长。[泪],其他,Mon Apr 22 15:56:11  2024,白白的小猪,0
本来就是,江苏 连云港,Mon Apr 22 15:56:11  2024,和仓丹丹抢郑允浩,0
他们就是恨不得全卖长线票，不然怎么赚钱呢,上海,Mon Apr 22 15:55:37  2024,灸灸_呆,0
你理解的短途：北京到天津；实际的“短途”：保定到昆明,海外 挪威,Mon Apr 22 15:55:35  2024,夏谙安,0
优先满足长途很合理，但也别把短途票攥在手里那么久[允悲][允悲][允悲]我买的也不近，但发车前20小时才给我候补上是几个意思呢[泪][泪][泪]这一次我往前买了个始发站，也还没给我候补呢[泪][泪][泪],江苏 徐州,Mon Apr 22 15:55:34  2024,逃离萝卜星球,0
中国人民有你这样的官方真幸福[赞]👏,河北 邯郸,Mon Apr 22 15:55:31  2024,袁月生5849482007,0
哈哈，买了短途，短途上来怎么办？抢座打架吗？,天津 和平区,Mon Apr 22 15:55:17  2024,萨维,0
每次开售都是没有中间票[吐]等你放出短程票来都不知道什么时候了，逼着大家为了保险买全程,江苏 南京,Mon Apr 22 15:55:15  2024,年轻火星,0
早就感觉到了，每次都让多买好多站[泪][泪][泪][泪],其他,Mon Apr 22 15:55:02  2024,不如无聊_,0
全程票没卖完开车前24小时重新调整票额？,其他,Mon Apr 22 15:54:47  2024,Bruce__W,0
穷人不配出行。[怒]我也是,其他,Mon Apr 22 15:54:34  2024,一身正气荡人间噗,0
真的无语 我过年的时候吐槽这个事 还被水军攻击了 吃相太难看了 现在为了火车票涨价 还出现了折扣这个概念 吃相实在太难看了,江苏 南京,Mon Apr 22 15:54:24  2024,独一无二的怪兽米,0
这有毛线可以质疑的，市场经济肯定优先满足长途旅客，短途旅客对铁路方来说收益率太低了。,新疆 乌鲁木齐,Mon Apr 22 15:54:16  2024,无形的大象,0
啥纵容啊。。。这是给长途预留票，如果不预留，长途很可能一张票都没有。。。这么多年一直这样预留票。自己想想就知道啥原因。,北京,Mon Apr 22 15:54:11  2024,扁鹊见廌公,0
根本就抢不到五一回家的票[泪][泪][泪][泪]准时准点蹲提前输入信息都能有用[泪],浙江 杭州,Mon Apr 22 15:54:11  2024,G巧Lin,0
多花几十块全程[喵喵] ， 不然倒数第二站候补也别想出票[二哈][二哈],广东,Mon Apr 22 15:54:02  2024,Disa-love,0
12306能不能候补成功[苦涩],河北,Mon Apr 22 15:53:53  2024,枕月芽,0
是不是只有五一春节票紧张时候才这样 平时不至于吧,吉林 长春,Mon Apr 22 15:53:52  2024,轻筝,0
买长乘短，这对于乘客或者对于提高运力水平有什么帮助吗？？买长乘短短途乘客多花了钱，后半段也是空占着位置没人坐，而且长途旅客一样是少了一张可抢的长途票啊。这不就是建议短途旅客跟长途旅客去抢票，那这跟原本长短途同时放票同时抢票有区别吗？不就只是多割了短途乘客一笔钱[汗],其他,Mon Apr 22 15:53:48  2024,基路仔最钟意食章鱼烧啦,0
大陸都幾搞笑喎[笑cry]平民過得很苦,海外,Mon Apr 22 15:53:48  2024,S7K2C,2
从去年国庆后 发现回家买票开始异常艰难了 之前总能候补到[泪],北京 朝阳区,Mon Apr 22 15:53:36  2024,考拉真幸福,1
正确的算法利用是预估各个站台的客流量然后按比例预留座位，而不是为了长途客单的利益最大化….如果出现了短途无座但长途有的情况其实就是算法不合理，资源调配无效化、或者功利化。这个确实值得质疑,其他,Mon Apr 22 15:53:24  2024,三观不正五好青年,1
真的，天津到衡水就有票，下边的任何一小站都抢不到[哆啦A梦害怕],河北,Mon Apr 22 15:53:21  2024,枕月芽,0
终于有人说了[允悲],海外,Mon Apr 22 15:53:18  2024,小徐鸭-,0
武汉到上海必须买全程，中途更本没票，而且到上海的全程票提前三小时发票，中途得怎么抢你说？？？,江苏 苏州,Mon Apr 22 15:53:15  2024,丶轻虫,0
圈钱,河南,Mon Apr 22 15:53:14  2024,青梅忆霞光,0
啥叫系统算法？不应该是谁先买就卖谁吗？怎么算出来短途的不买了，就一定留给长途的就能卖出去？,北京 朝阳区,Mon Apr 22 15:53:14  2024,米雅米雅爱美丽,0
虽然你专家是这么不建议，但是我买的时候确实是买这个车次全程有票、买短途没票,西藏 拉萨,Mon Apr 22 15:52:57  2024,云上_自在生活,0
短途旅客非得抢热门高铁吗？换其它出行方式吧，把有限的资源留给长途旅客,北京 东城区,Mon Apr 22 15:52:56  2024,迷人的blackeagle,1
没用到的部分强制不退这不是变相加价吗？,陕西 渭南,Mon Apr 22 15:52:56  2024,女玩家思考者BOT2022,2
12360 会不会杀熟？你经常买的区间票紧张 ，换个区间就有票。,河北 邯郸,Mon Apr 22 15:52:54  2024,Mr-zongz,0
不好弄呀，候补一直都没候补上。。。服了，,陕西 西安,Mon Apr 22 15:52:46  2024,慕琳隐邬,0
全程才叫长途，少一站就叫短途，逼着你买全程票[doge],安徽 宣城,Mon Apr 22 15:52:44  2024,小小棉花君,1
多花钱了也不行？,其他,Mon Apr 22 15:52:42  2024,一只猫咪三三,0
真搞笑，原本可以运送两名甚至更多的短途旅客，现在只能运送一名被迫买长乘短的旅客，这就是所谓的运力最大化？[微笑]所谓的长途短途就是一站之差吗[微笑]全程票就是有票状态，少一站就是没票[微笑]这么多年了哪个区间该放多少票有这么多历史数据参考[微笑]但凡真的在做服务也不会被这么多人吐槽[微笑],福建 泉州,Mon Apr 22 15:52:42  2024,外冷内皮,0
从广州南到江门也是这样，清明，五一都无票，让大家买长途票,其他,Mon Apr 22 15:52:40  2024,柏木小溪,0
把被质疑三个字去掉,其他,Mon Apr 22 15:52:40  2024,用户se8coy5t9c,0
算了，买不到票我就不出去了[苦涩],其他,Mon Apr 22 15:52:27  2024,瑀玊,0
吃相真难看[微笑],安徽,Mon Apr 22 15:52:19  2024,Asphyxia程,1
以前可以免费改签一次当天的班次，现在改签一次要收20%手续费，而且只能改一次，实在乘坐不了就作废[二哈],海外,Mon Apr 22 15:52:17  2024,Newbilibility,0
全程永远都有票，短程永远都在候补[微笑],福建,Mon Apr 22 15:52:06  2024,杀猪能手_,0
“优先满足长途旅客”，这是完全没考虑到换乘旅客的需求呀，回趟家换3次，最后一班车就一站，买不到[允悲][允悲][允悲],北京,Mon Apr 22 15:52:05  2024,人间极品大神仙,0
再说一遍，高铁不是商业行为，是福利政策，运力第一,天津 南开区,Mon Apr 22 15:52:02  2024,狂徒侍卫挂着肚兜的腰带,0
可以买短乘长不？我后面的票车上补,浙江,Mon Apr 22 15:51:49  2024,喜乐的烊,0
吃相别太难看.... 长途票如果有人买完了谁都不说什么 长途票没人买。短途票你不放？,山东 威海,Mon Apr 22 15:51:48  2024,怒干三碗螺蛳粉,0
这不就是多付钱吗，扯什么呢,山西 晋中,Mon Apr 22 15:51:47  2024,落尽刺桐花z寒无力,0
买长乘短确实伤害了乘客的利益,其他,Mon Apr 22 15:51:28  2024,封闭异度空间,0
明显就是这样！一直都是这样！明明去到潮汕的票有一大堆，要在普宁下的就买不到！,广东 广州,Mon Apr 22 15:51:21  2024,KeepSilenceMeng,0
这是纵容？这不是逼着短途的为了回家被迫买长途吗[微笑],湖北 武汉,Mon Apr 22 15:51:12  2024,半糖奶球丫,0
12306你见见哒[太开心],江苏,Mon Apr 22 15:50:39  2024,HNAZURE,0
可以优先，但为啥要取消直达呢,其他,Mon Apr 22 15:50:38  2024,五彩彬,0
那肯定啊，你把中间短途的买了，长途怎么卖,北京,Mon Apr 22 15:50:28  2024,明天放假c,0
对算法的要求越来越高,天津 南开区,Mon Apr 22 15:50:15  2024,朕乃正宫娘娘,0
现在就是长途短途都买不到[doge],浙江,Mon Apr 22 15:50:11  2024,soominmm,0
别买过路车啊[doge],其他,Mon Apr 22 15:50:00  2024,言论不自由斯基,0
[苦涩]今年春节就是，100的车票花了300多。终点到终点一堆票，途中票根本不放,广西,Mon Apr 22 15:49:47  2024,__流年范2的小景,0
买短途的将座位都占了，买长途的就没有座位了。,北京 东城区,Mon Apr 22 15:49:27  2024,runshengyin,0
我给我爸爸买火车票，看着时间去抢的，但是刚刚开始1秒钟就直接售罄了。我后来只能多买两站就有票的[允悲][允悲],江苏,Mon Apr 22 15:49:27  2024,momo-taoa,0
长途优先理解，但是感觉区间票就没放啊[挖鼻],江苏 南京,Mon Apr 22 15:49:20  2024,果包维C,0
我从天津到临汾不算长途吗，非要让从始发站买，多花六七十[哼],天津 西青区,Mon Apr 22 15:49:16  2024,越努力n越幸运n,0
有问题吗？,其他,Mon Apr 22 15:49:15  2024,漫漫长路情修远,0
抢票不是一起抢的吗？为什么要给长途的人开小灶啊，谁先下单给谁不可以吗,其他,Mon Apr 22 15:49:14  2024,绘空月,0
长途全程票提前个两天放票不就好了，现在是提前15天买票，前两天只放全程的，让有需求的买好，12天开始就把剩余的票其中的70%的票放出来啊，现在每天扣扣搜搜的放一些，表面上是说考虑全程的人，本质上不还是制造焦虑让人去买全程票,江西 南昌,Mon Apr 22 15:49:13  2024,kyo_坎泽,0
我买过一次成都到茂县这趟车票，我是在经停站绵竹下，但是显示的成都到绵竹就是无票，只有买到茂县（终点站）才有票，但是价格几乎是到绵竹的两倍。（重点！！）我从成都上的时候客座率只有30%，我在绵竹下车的时候每一个车厢只有屈指可数的几个人。后来我老婆也遇到跟我一样的事，这就是真像，乱！,海外 爱尔兰,Mon Apr 22 15:49:03  2024,阿迪之眼,0
我就是，多买了一站，才有票！,湖北,Mon Apr 22 15:49:01  2024,一觉睡到太阳晒屁股,0
可以让买到长途票的人留一个改签申请在这，后面根据改签短途的数据再调整放票，比如A-B-C，都买A-C然后B下，B-C的人怎么办,上海,Mon Apr 22 15:48:57  2024,瑞迪兔狗2nd,0
还真是多买才有票！抢票抢不到，加60马上可以抢到票！[允悲],河南 周口,Mon Apr 22 15:48:54  2024,Kaka单挑TMAC,0
买短补长，请问买长补短吗？简直浪费公共资源,上海,Mon Apr 22 15:48:42  2024,o0_Cherry,0
买长乘短是因为票紧张 票紧张意味着峰值高 超过运力。除非是把运力修到严重过剩，不然达不到随买随有。那么照顾长途一些 这个算法没问题。,江苏 苏州,Mon Apr 22 15:48:31  2024,蛰伏的狼,0
一群韭菜罢了[doge],辽宁,Mon Apr 22 15:47:55  2024,多种点韭菜吧,0
优先长途是客运调度的常识。如果长途票无人买，自然会陆续开放短途的购买额度。通常先候补，之后陆续就能出票。如果一直出不了，那就说明长途需求旺盛。不用刻意去买长乘短，除非特别紧急的出行计划。,广西 桂林,Mon Apr 22 15:47:53  2024,_贰師兄_,0
有问题吗？,陕西 西安,Mon Apr 22 15:47:43  2024,Doriiisss_,0
有一张票在那死活不让我买,其他,Mon Apr 22 15:47:42  2024,Ever画儿ofthee,0
多长途，才算不是短途？；下面评论真棒，一堆李姐[good][good][good],广东 茂名,Mon Apr 22 15:47:39  2024,wTwOwKwEwNw,0
注意！！！短途并不短，5个小时的车程算短途？搞笑，5小时车程没票，买全程就有票！,浙江,Mon Apr 22 15:47:34  2024,长岛冰茶KT,0
这里面腐败问题大着呢不买长乘短那些人怎么中饱私囊,北京,Mon Apr 22 15:47:30  2024,我们站在雨中,0
好像因为高铁本来就不盈利，所以这样避免想买长途花更多钱的人能买到，避免资源浪费又能多赚钱。但五一这种人多的时候应该都能坐满人吧,安徽 合肥,Mon Apr 22 15:47:29  2024,前面是新的岁月记得走下去122,0
比买短补长强,吉林 长春,Mon Apr 22 15:47:22  2024,三痕壹树,0
也可以买短乘长。没钱就买这个。有钱就买长。不多不少的钱那你的手速最好快点[doge]  建议：定闹钟。提前五分钟打开app登陆铁路账号。防止买票的时候他让你登录。成功出票会高一些,河北 石家庄,Mon Apr 22 15:47:21  2024,装睡的人叫BU醒,0
可以买短途的话，很多人买不到长途就买短途补票，一到节假日大家都买短补长，然后高铁超重，然后出事故，然后来质疑12306不合理,浙江 杭州,Mon Apr 22 15:47:18  2024,玉兰州立201508,0
退钱妈的,其他,Mon Apr 22 15:47:17  2024,娱乐圈背后的故事,0
只有人工检票严格按照票面上下车，才能杜绝，系统没有办法判断买票的人真实意图。现在恶性循环了，火车票算法确实很难，有些平台收了抢票费直接买长乘短[允悲]但是一旦检票严格了，也会有麻烦，有些人不是故意买长乘短，是真有事[允悲],上海 虹口区,Mon Apr 22 15:47:10  2024,园园的主人,0
这个就很离谱，之前帮我妈妈买票，好几次都要多补1-2 个站才订的张🙃🙃，好像去年开始就这样了,福建 厦门,Mon Apr 22 15:47:06  2024,凉小搓,0
能理解啊，都买短乘票那咋的，其他地方站台关了得了呗,上海 闵行区,Mon Apr 22 15:47:00  2024,芙锦啊,0
回复@番茄不是淑女苗子:我就是 ！！！太对了 上次火车回家就是这样的,上海 浦东新区,Mon Apr 22 15:46:56  2024,草莓的生活杂铺,0
不用质疑，就是事实,内蒙古,Mon Apr 22 15:46:55  2024,马路边捡了个碗,0
无语了，就一站路，死活买不到，呸,其他,Mon Apr 22 15:46:52  2024,NOTTerminal,0
12306你看你骚啊[偷乐]！还真觉得消费者是傻子，明明相安无事，贵点就贵点，买长乘短就买长乘短，旅客也没抱怨你什么，居然还主动上热搜说自己从未授权第三方平台，摆明正宫身份没必要，你本来就是正宫，现在却说自己多么无私大公，适当点就得了，还拿出来告昭天下，那你就别怪旅客不再忍你了[666]！,香港,Mon Apr 22 15:46:50  2024,Cassiel-Cassiel,0
